N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION
        175,   ,100,E,E.E.PU,                              ,RUE DU COMMANDANT DELATTRE      ,CLARY                     ,0119,P0003,CAMBRAI-SUD                   
        176,   ,100,E,E.P.PU,HENRI WALLON                  ,88 RUE JEAN JAURES              ,ST VAAST EN CAMBRESIS     ,0119,P0003,CAMBRAI-LE CATEAU             
        177,   ,100,E,E.P.PU,GEORGES PAMART                ,80 RUE JEAN MONNET              ,QUERENAING                ,0119,P0003,VALENCIENNES-SAINT SAULVE     
        178,   ,100,E,E.P.PU,                              ,36 RUE D HOUDRINGUE             ,AUBERS                    ,0119,P0003,LILLE2-ANNOEULLIN             
        179,   ,100,E,E.P.PU,CAMILLE DESMOULINS            ,126 RUE DE SAINT AMAND          ,MOUCHIN                   ,0119,P0003,DOUAI-RIEULAY                 
        180,   ,100,E,E.P.PU,                              ,LA PLACE                        ,LEDERZEELE                ,0119,P0003,DUNKERQUE-WORMHOUT            
        181,   ,100,E,E.P.PU,                              ,GRAND PLACE                     ,BRIASTRE                  ,0119,P0003,CAMBRAI-LE CATEAU             
        182,   ,100,E,E.P.PU,                              ,4 RUE D ORS                     ,LE FAVRIL                 ,0119,P0003,AVESNES AULNOYE               
        183,   ,100,E,E.P.PU,CHARLES DEULIN                ,15 RUE DE LA MAIRIE             ,ERCHIN                    ,0119,P0003,DOUAI-CANTIN                  
        184,   ,100,E,E.P.PU,CENTRE                        ,5 RUE WILLOT                    ,TAISNIERES SUR HON        ,0119,P0003,AVESNES-LE QUESNOY            
        185,   ,100,E,E.E.PU,                              ,12 BIS RUE DES POILUS           ,MARETZ                    ,0119,P0003,CAMBRAI-SUD                   
        186,   ,100,E,E.P.PU,                              ,12 GRAND'RUE                    ,BAZUEL                    ,0119,P0003,CAMBRAI-LE CATEAU             
        187,   ,100,E,E.P.PU,                              ,13 RUE DE GUISE                 ,LA GROISE                 ,0119,P0003,AVESNES AULNOYE               
        188,   ,100,E,E.P.PU,LOUIS MARCY                   ,6 RUE ROGER SALENGRO            ,CARNIN                    ,0119,P0003,LILLE2-ANNOEULLIN             
        189,   ,100,E,E.E.PU,EUGENE PAUWELS                ,1 RUE DES ACACIAS               ,ST AMAND LES EAUX         ,0119,P0003,VALENCIENNES-SAINT AMAND      
        190,   ,100,E,E.P.PU,(RPI 7)                       ,CONTOUR DE L'EGLISE             ,NOORDPEENE                ,0119,P0003,DUNKERQUE-WORMHOUT            
        191,   ,100,E,E.P.PU,JEAN-CLAUDE MAHY              ,12 RUE DE FOURMIES              ,FERON                     ,0119,P0004,AVESNES-FOURMIES              
        192,   ,100,E,E.P.PU,YVES DUTEIL                   ,42 PLACE DE L EGLISE            ,ESQUERCHIN                ,0119,P0004,DOUAI-CUINCY                  
        193,   ,100,E,E.P.PU,MAURICE LENNE                 ,711 RUE GABRIEL PERI            ,ANHIERS                   ,0119,P0004,DOUAI-CUINCY                  
        194,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,6 RUE JEAN SIMON DUMONT         ,AUBIGNY AU BAC            ,0119,P0004,DOUAI-CANTIN                  
        195,   ,100,E,E.E.PU,LAMARTINE                     ,73 RUE CARNOT                   ,BERGUES                   ,0119,P0004,DUNKERQUE-BERGUES             
        196,   1.00,100,E,E.P.PU,                              ,PLACE DES TROIS MAIRES          ,BOIS GRENIER              ,0119,P0004,LILLE2-ARMENTIERES            
        197,   ,100,E,E.P.PU,LES FRESNELLES                ,2 RUE DU MARECHAL FOCH          ,BRILLON                   ,0119,P0004,VALENCIENNES-SAINT AMAND      
        198,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,1 RUE DU CIMETIERE              ,CHATEAU L ABBAYE          ,0119,P0004,VALENCIENNES-CONDE            
        199,   ,100,E,E.P.PU,GROUPE SCOLAIRE VALMUSE       ,8 RUE D'EN BAS                  ,BRUNEMONT                 ,0119,P0004,DOUAI-CANTIN                  
        200,   1.00,100,E,E.P.PU,JACQUES BREL                  ,11 RUE DU COMTE D'ARTOIS        ,CAMBRAI                   ,0119,P0004,CAMBRAI-CENTRE                
        201,   ,100,E,E.E.PU,DU CRAYHOF                    ,RUE DU CRAYHOF                  ,CAPPELLE LA GRANDE        ,0119,P0004,DUNKERQUE-BERGUES             
        202,   ,100,E,E.P.PU,                              ,294 RUE DE L'AVEN               ,CRAYWICK                  ,0119,P0004,DUNKERQUE-GRAVELINES          
        203,   ,100,E,E.P.PU,                              ,11 RUE DU CALVAIRE              ,DOMPIERRE SUR HELPE       ,0119,P0004,AVESNES-FOURMIES              
        204,   ,100,E,E.P.PU,MARGUERITE YOURCENAR          ,4 GRAND PLACE                   ,LE DOULIEU                ,0119,P0004,DUNKERQUE-BAILLEUL            
        205,   1.00,100,E,E.P.PU,                              ,26 RUE PAUL PROCUREUR           ,ENGLOS                    ,0119,P0004,LILLE2-LOOS                   
        206,   ,100,E,E.P.PU,                              ,32 RUE DU BOURG                 ,ENNETIERES EN WEPPES      ,0119,P0004,LILLE2-LOOS                   
        207,   ,100,E,E.P.PU,DESUDDE                       ,GRAND PLACE                     ,PITGAM                    ,0119,P0004,DUNKERQUE-BERGUES             
        208,   ,100,E,E.E.PU,JOLIOT-CURIE                  ,10 RUE DE BOUCHAIN              ,ESCAUDOEUVRES             ,0119,P0004,CAMBRAI-CENTRE                
        209,   ,100,E,E.P.PU,DONAT-GODIN                   ,31 RUE JEAN JAURES              ,ESTREUX                   ,0119,P0004,VALENCIENNES-SAINT SAULVE     
        210,   ,100,E,E.P.PU,                              ,56 GRAND RUE                    ,ESTRUN                    ,0119,P0004,CAMBRAI-LE CATEAU             
        211,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,12 IMPASSE ALBERT LANVIN        ,FRESSAIN                  ,0119,P0004,DOUAI-CANTIN                  
        212,   1.00,100,E,E.E.PU,JACQUES PREVERT               ,RUE VICTOR HUGO                 ,GRANDE SYNTHE             ,0119,P0004,DUNKERQUE-GRAVELINES          
        213,   ,100,E,E.P.PU,GPE SCOL MICHELET/ISLANDAIS   ,RUE ARISTIDE BRIANT             ,GRAVELINES                ,0119,P0004,DUNKERQUE-GRAVELINES          
        214,   ,100,E,E.P.PU,DES GEANTS                    ,20 RUE DE LA MAIRIE             ,HONDEGHEM                 ,0119,P0004,DUNKERQUE-HAZEBROUCK          
        215,   ,100,E,E.P.PU,AIME DEWITTE (RPI 23)         ,31 RUE DES MARTYRS              ,HOUDAIN LEZ BAVAY         ,0119,P0004,AVESNES-LE QUESNOY            
        216,   ,100,E,E.P.PU,                              ,21 ROUTE DE WORMHOUT            ,LEDRINGHEM                ,0119,P0004,DUNKERQUE-WORMHOUT            
        217,   ,100,E,E.E.PU,JOLIOT-CURIE NIVEAU 1         ,50 RUE PAUL VAILLANT COUTURIER  ,LEZENNES                  ,0119,P0004,LILLE3-VILLENEUVE D'ASCQ SUD  
        218,   ,100,E,E.E.PU,MADAME ROLAND                 ,95 RUE SAINT GABRIEL            ,LILLE                     ,0119,P0004,LILLE 1 - HELLEMMES           
        219,   ,100,E,E.P.PU,MARCEL VALCKE                 ,ROUTE DE CASSEL                 ,LOOBERGHE                 ,0119,P0004,DUNKERQUE-WORMHOUT            
        220,   ,100,E,E.P.PU,HENRI MILLEZ                  ,34 RUE HENRI MILLEZ             ,LOUVIL                    ,0119,P0004,LILLE3-RONCHIN                
        221,   ,100,E,E.P.PU,LE GRAND MEAULNES             ,80 ROUTE NATIONALE              ,MARCHIENNES               ,0119,P0004,DOUAI-RIEULAY                 
        222,   ,100,E,E.P.PU,JULES FERRY                   ,RUE JULES FERRY                 ,MASTAING                  ,0119,P0004,VALENCIENNES-ESCAUDAIN        
        223,   ,100,E,E.P.PU,JEAN-MICHEL DUJARDIN          ,136 RUE DE STRAZEELE            ,MERRIS                    ,0119,P0004,DUNKERQUE-BAILLEUL            
        224,   ,100,E,E.P.PU,LA CLE DES CHAMPS             ,59 RUE DE LA TURQUERIE          ,NOYELLES SUR SELLE        ,0119,P0004,VALENCIENNES-ESCAUDAIN        
        225,   ,100,E,E.P.PU,LES PETITS SABOTS             ,200 RUE WIARDE                  ,OBIES                     ,0119,P0004,AVESNES-LE QUESNOY            
        226,   ,100,E,E.P.PU,                              ,RUE D'OUIE                      ,ORS                       ,0119,P0004,CAMBRAI-LE CATEAU             
        227,   ,100,E,E.P.PU,CLAUDINE HUART                ,9 SENTIER DES ECOLES            ,ROMBIES ET MARCHIPONT     ,0119,P0004,VALENCIENNES BRUAY            
        228,   ,100,E,E.P.PU,LOUISE MICHEL                 ,2 RUE CHOPIN                    ,ROUVIGNIES                ,0119,P0004,VALENCIENNES DENAIN           
        229,   ,100,E,E.P.PU,                              ,37 RUE D'HONDEGHEM              ,STE MARIE CAPPEL          ,0119,P0004,DUNKERQUE-WORMHOUT            
        230,   ,100,E,E.P.PU,                              ,2 RUE DU PLAT D ARGENT          ,SARS ET ROSIERES          ,0119,P0004,VALENCIENNES-SAINT AMAND      
        231,   ,100,E,E.P.PU,                              ,CHEMIN DES ECOLES               ,SOCX                      ,0119,P0004,DUNKERQUE-BERGUES             
        232,   ,100,E,E.P.PU,LES PRES VERTS                ,1 RUE JEAN-BAPTISTE LEBAS       ,THUN ST AMAND             ,0119,P0004,VALENCIENNES-CONDE            
        233,   ,100,E,E.P.PU,                              ,2 RUE DU GENERAL DE GAULLE      ,TOURMIGNIES               ,0119,P0004,LILLE3-SECLIN                 
        234,   ,100,E,E.E.PU,                              ,18 RUE DU CHAPITRE              ,VIESLY                    ,0119,P0004,CAMBRAI-LE CATEAU             
        235,   ,100,E,E.P.PU,                              ,1 RUE DU CENTRE                 ,VIEUX RENG                ,0119,P0004,AVESNES-JEUMONT               
        236,   ,100,E,E.P.PU,CENTRE                        ,CHEMIN DES VACHES               ,WARGNIES LE PETIT         ,0119,P0004,AVESNES-LE QUESNOY            
        237,   ,100,E,E.E.PU,JEAN MACE                     ,10 RUE JULES FERRY              ,WATTIGNIES                ,0119,P0004,LILLE3-WATTIGNIES             
        238,   ,100,E,E.E.PU,JULIEN BEAUVILLAIN            ,29 RUE VICTOR HUGO              ,ABSCON                    ,0119,P0004,VALENCIENNES-ESCAUDAIN        
        239,   1.00,100,E,E.P.PU,LA RHONELLE                   ,17 RUE DES ECOLES               ,ARTRES                    ,0119,P0004,VALENCIENNES-SAINT SAULVE     
        240,   ,100,E,E.E.PU,DU BOURG                      ,PLACE DU GENERAL DE GAULLE      ,LA CHAPELLE D ARMENTIERES ,0119,P0004,LILLE2-ARMENTIERES            
        241,   ,100,E,E.P.PU,                              ,ROUTE DE MERCKEGHEM             ,MILLAM                    ,0119,P0004,DUNKERQUE-WORMHOUT            
        242,   ,100,E,E.E.PU,DU CENTRE                     ,PLACE DE NICE                   ,RECQUIGNIES               ,0119,P0004,AVESNES-JEUMONT               
        243,   ,100,E,E.P.PU,                              ,LA PLACE                        ,HOLQUE                    ,0119,P0004,DUNKERQUE-WORMHOUT            
        244,   1.00,100,E,E.P.PU,LA FONTAINE                   ,2  RUE DU MARAIS                ,PERONNE EN MELANTOIS      ,0119,P0004,LILLE3-RONCHIN                
        245,   ,100,E,E.E.PU,AU BORD DE L'EAU              ,RUE ACHILLE DUFRESNE            ,NIVELLE                   ,0119,P0004,VALENCIENNES-SAINT AMAND      
        246,   ,100,E,E.P.PU,(RPI 10)                      ,1 BIS RUE DE LA PLACE           ,BELLIGNIES                ,0119,P0004,AVESNES-LE QUESNOY            
        247,   ,100,E,E.P.PU,MARCEL PAGNOL                 ,RUE DES CHASSE-MAR╔E            ,BUGNICOURT                ,0119,P0004,DOUAI-CANTIN                  
        248,   1.00,100,E,E.P.PU,PAUL VERLAINE                 ,14 RUE DU MONUMENT              ,LECLUSE                   ,0119,P0004,DOUAI-CANTIN                  
        249,   ,100,E,E.P.PU,                              ,18 RUE DU VILLERS               ,TROISVILLES               ,0119,P0004,CAMBRAI-LE CATEAU             
        250,   ,100,E,E.P.PU,                              ,1 ROUTE DE SOCX                 ,QUAEDYPRE                 ,0119,P0004,DUNKERQUE-BERGUES             
        251,   ,100,E,E.P.PU,MAXENCE VAN DER MEERSCH       ,PLACE HENRI VANDAELE            ,WARHEM                    ,0119,P0004,DUNKERQUE-BERGUES             
        252,   ,100,E,E.P.PU,DU PRINTEMPS                  ,14 RUE VICTOR HUGO              ,BETHENCOURT               ,0119,P0004,CAMBRAI-SUD                   
        253,   ,100,E,E.P.PU,DU CLOS D'HESPEL              ,RUE DU 4 SEPTEMBRE              ,FOURNES EN WEPPES         ,0119,P0004,LILLE2-LOOS                   
        254,   ,100,E,E.P.PU,DU FLEURI D'ALCY              ,89 RUE DU ROSSIGNOL             ,AUCHY LEZ ORCHIES         ,0119,P0004,DOUAI-RIEULAY                 
        255,   ,100,E,E.P.PU,ALBERT GORIS                  ,1 RUE CARNOT                    ,CATILLON SUR SAMBRE       ,0119,P0004,CAMBRAI-LE CATEAU             
        256,   ,100,E,E.E.PU,JOLIOT-CURIE                  ,9 RUE DU GENERAL DE GAULLE      ,ST HILAIRE LEZ CAMBRAI    ,0119,P0004,CAMBRAI-LE CATEAU             
        257,   ,100,E,E.E.PU,ALBERT CAMUS                  ,30 RUE LOUIS CHANTREAU          ,FECHAIN                   ,0119,P0004,DOUAI-CANTIN                  
        258,   ,100,E,E.P.PU,                              ,495 RUE HAUTE                   ,LES RUES DES VIGNES       ,0119,P0004,CAMBRAI-SUD                   
        259,   ,100,E,E.P.PU,                              ,1 PLACE DE LA MAIRIE            ,LOUVIGNIES QUESNOY        ,0119,P0004,AVESNES-LE QUESNOY            
        260,   ,100,E,E.E.PU,JACQUES BREL                  ,14 RUE CHARLES DESQUILBET       ,GLAGEON                   ,0119,P0004,AVESNES-FOURMIES              
        261,   1.00,100,E,E.P.PU,MARCEL DHOT                   ,100 RUE DU MORTIER              ,MAULDE                    ,0119,P0004,VALENCIENNES-CONDE            
        262,   ,100,E,E.E.PU,COPERNIC                      ,SQUARE COPERNIC                 ,GRAVELINES                ,0119,P0004,DUNKERQUE-GRAVELINES          
        263,   1.00,100,E,E.E.PU,GROUPE SCOLAIRE ALBERT CAMUS  ,RUE DE LA CONVENTION            ,VILLENEUVE D ASCQ         ,0119,P0004,LILLE3-VILLENEUVE D'ASCQ NORD 
        264,   ,100,E,E.P.PU,JACQUES PREVERT               ,HAMEAU D OUTTERSTEENE           ,BAILLEUL                  ,0119,P0004,DUNKERQUE-BAILLEUL            
        265,   ,100,E,E.P.PU,FELIX BOSCHAT                 ,62 BIS CHEMIN DEPARTEMENTAL 947 ,GHYVELDE-LES MOERES       ,0119,P0004,DUNKERQUE-CENTRE              
        266,   ,100,E,E.P.PU,OSVALD CUVELIER               ,RUE DE LA MAIRIE                ,FERRIERE LA PETITE        ,0119,P0004,AVESNES-JEUMONT               
        267,   ,100,E,E.P.PU,MARCEL PAGNOL                 ,76 RUE DE LA POSTE              ,BERMERAIN                 ,0119,P0004,CAMBRAI-LE CATEAU             
        268,   ,100,E,E.E.PU,DE STAPLE                     ,70  CONTOUR DU CHATEAU          ,STAPLE                    ,0119,P0004,DUNKERQUE-HAZEBROUCK          
        269,   ,100,E,E.P.PU,DANIEL BALAVOINE              ,178 RUE DE GODEWAERSVELDE       ,FLETRE                    ,0119,P0004,DUNKERQUE-BAILLEUL            
        270,   ,100,E,E.P.PU,LA FONTAINE                   ,6 RUE BERTRAND MILCENT          ,CAMBRAI                   ,0119,P0004,CAMBRAI-CENTRE                
        271,   ,100,E,E.P.PU,GROUPE SCOLAIRE LAMARTINE     ,7 RUE DENIS CORDONNIER          ,GRAVELINES                ,0119,P0004,DUNKERQUE-GRAVELINES          
        273,   ,100,E,E.P.PU,CAYEUX                        ,RUE LUCIEN CAYEUX               ,AVESNES SUR HELPE         ,0119,P0005,AVESNES-FOURMIES              
        274,   ,100,E,E.E.PU,PASTEUR                       ,RUE PASTEUR                     ,BAILLEUL                  ,0119,P0005,DUNKERQUE-BAILLEUL            
        275,   ,100,E,E.E.PU,                              ,PLACE PIERRE GOUZON             ,BOUSIES                   ,0119,P0005,AVESNES-LE QUESNOY            
        276,   ,100,E,E.P.PU,                              ,27 RUE PASTEUR                  ,CARNIERES                 ,0119,P0005,CAMBRAI-CENTRE                
        277,   ,100,E,E.P.PU,                              ,2 RUE DE LA MAIRIE              ,ARNEKE                    ,0119,P0005,DUNKERQUE-WORMHOUT            
        278,   1.00,100,E,E.E.PU,PAUL STIEVENART               ,2 RUE JEAN COQUELIN             ,AULNOYE AYMERIES          ,0119,P0005,AVESNES AULNOYE               
