N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION,OBSERVATIONS (POSTE BLOQUE OU JUMELAGE DU POSTE)
       2887,   ,100,E,E.P.PU,PAUL LAFARGUE-PAUL LANGEVIN   ,18 RUE PAUL LAFARGUE            ,HORNAING                  ,DCOM,G0000,DOUAI-RIEULAY                 ,           
       2888,   1.00,100,E,E.P.PU,HENRI MATISSE                 ,AVENUE MATISSE                  ,LE CATEAU CAMBRESIS       ,DCOM,G0000,CAMBRAI-LE CATEAU             ,           
       2889,   ,100,E,E.P.PU,PETIT PRINCE                  ,29 RUE DU GENERAL LECLERC       ,LYS LEZ LANNOY            ,DCOM,G0000,ROUBAIX-HEM                   ,           
       2890,   1.00,100,E,E.P.PU,CHARLES DE GAULLE             ,                                ,TOURCOING                 ,DCOM,G0000,TOURCOING-EST                 ,           
       2891,   1.00,100,E,E.E.PU,MICHELET                      ,15 RUE PIERRE BERIOT            ,DENAIN                    ,DMFE,G0000,VALENCIENNES DENAIN           ,           
       2892,   ,100,E,E.E.PU,LEO LAGRANGE NIVEAU 2         ,148 AV LEO LAGRANGE             ,ARMENTIERES               ,EAPL,G0191,LILLE2-ARMENTIERES            ,           
       2893,   ,100,E,E.E.A.,APPLICATION ANDRIEU-PARENT    ,216 RUE D'ARRAS                 ,DOUAI                     ,EAPL,G0191,DOUAI-CENTRE                  ,           
       2894,   ,100,E,E.E.PU,FRANCOIS LEMAIRE              ,805 BOULEVARD DE LA REPUBLIQUE  ,DOUAI                     ,EAPL,G0191,DOUAI-CENTRE                  ,           
       2895,   1.00,100,E,E.E.PU,JULES ET LEON MAURICE         ,83 AVENUE DE LATTRE DE TASSIGNY ,DOUAI                     ,EAPL,G0191,DOUAI-CENTRE                  ,           
       2896,   ,100,E,E.E.A.,GALLIENI                      ,1164 RUE GALLIENI               ,LAMBRES LEZ DOUAI         ,EAPL,G0191,DOUAI-CUINCY                  ,           
       2897,   ,100,E,E.E.PU,GILLIARD-VOLTAIRE             ,20 RUE DES MARTYRS              ,ANZIN                     ,EAPL,G0191,VALENCIENNES ANZIN            ,           
       2898,   ,100,E,E.E.PU,JANSSOONE                     ,12 RUE EMILE ZOLA               ,CAUDRY                    ,EAPL,G0191,CAMBRAI-SUD                   ,           
       2899,   1.00,100,E,E.E.PU,MICHELET                      ,15 RUE PIERRE BERIOT            ,DENAIN                    ,EAPL,G0191,VALENCIENNES DENAIN           ,           
       2900,   ,100,E,E.E.PU,EMILE ZOLA                    ,188 RUE DE VILLARS              ,DENAIN                    ,EAPL,G0191,VALENCIENNES DENAIN           ,           
       2901,   ,100,E,E.E.A.,BLANCS MOUCHONS               ,47 RUE DES BLANCS MOUCHONS      ,DOUAI                     ,EAPL,G0191,DOUAI-CENTRE                  ,           
       2902,   ,100,E,E.E.PU,PREVERT LOUIS PERGAUD         ,44 RUE JULES FERRY              ,ESTAIRES                  ,EAPL,G0191,DUNKERQUE-BAILLEUL            ,           
       2903,   ,100,E,E.E.PU,(RPI 27)                      ,1 PLACE DE LA MAIRIE            ,ESWARS                    ,EAPL,G0191,CAMBRAI-LE CATEAU             ,           
       2904,   1.00,100,E,E.P.PU,DANIEL FERY                   ,RUE DU BOIS                     ,FRESNES SUR ESCAUT        ,EAPL,G0191,VALENCIENNES-CONDE            ,           
       2905,   1.00,100,E,E.E.PU,MICHELET                      ,RUE DE LA ROUGE PORTE           ,HALLUIN                   ,EAPL,G0191,TOURCOING-RONCQ               ,           
       2906,   ,100,E,E.E.PU,JULES FERRY NIVEAU 2          ,107 RUE JEAN BAPTISTE DEFAUX    ,LEZENNES                  ,EAPL,G0191,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
       2907,   1.00,100,E,E.E.A.,SOPHIE GERMAIN NIVEAU 2       ,95 BOULEVARD DE LA LIBERTE      ,LILLE                     ,EAPL,G0191,LILLE 1 - NORD                ,           
       2908,   ,100,E,E.E.PU,TURGOT                        ,86 RUE DU FAUBOURG DES POSTES   ,LILLE                     ,EAPL,G0191,LILLE 1 - SUD                 ,           
       2909,   ,100,E,E.E.A.,AMPERE                        ,85 BOULEVARD MONTEBELLO         ,LILLE                     ,EAPL,G0191,LILLE 1 - CENTRE              ,           
       2910,   ,100,E,E.E.A.,EDOUARD BRANLY NIVEAU 1       ,78 RUE DE LA BARRE              ,LILLE                     ,EAPL,G0191,LILLE 1 - NORD                ,           
       2911,   ,100,E,E.E.A.,MICHELET                      ,20 RUE FABRICY                  ,LILLE                     ,EAPL,G0191,LILLE 1 - CENTRE              ,           
       2912,   1.00,100,E,E.E.PU,EDMOND ROSTAND                ,RUE VICTOR HUGO                 ,LA MADELEINE              ,EAPL,G0191,LILLE1-MARCQ EN BAROEUL       ,           
       2913,   1.00,100,E,E.P.PU,ALEXIS DELANNOY               ,15 RUE DE L'EGLISE              ,LE MAISNIL                ,EAPL,G0191,LILLE2-LOOS                   ,           
       2914,   1.00,100,E,E.E.PU,CONDORCET                     ,48 RUE BREZIN                   ,ROUBAIX                   ,EAPL,G0191,ROUBAIX OUEST                 ,           
       2915,   ,100,E,E.E.PU,LAKANAL                       ,157 RUE DE L INDUSTRIE          ,ROUBAIX                   ,EAPL,G0191,ROUBAIX OUEST                 ,           
       2916,   1.00,100,E,E.E.PU,LITTRE                        ,73 RUE DE NAPLES                ,ROUBAIX                   ,EAPL,G0191,ROUBAIX OUEST                 ,           
       2917,   ,100,E,E.P.PU,MICHELET                      ,47 RUE DE TUNIS                 ,ROUBAIX                   ,EAPL,G0191,ROUBAIX-CENTRE                ,           
       2918,   ,100,E,E.E.PU,RENE SOETARD                  ,RUE MARTHE HAUTEBAR             ,SAILLY LEZ LANNOY         ,EAPL,G0191,ROUBAIX-HEM                   ,           
       2919,   1.00,100,E,E.E.PU,GEORGES BRASSENS NIVEAU 2     ,21 RUE DE L'EGALITE             ,SAINGHIN EN WEPPES        ,EAPL,G0191,LILLE2-ANNOEULLIN             ,           
       2920,   1.00,100,E,E.E.PU,JULES FERRY-MARIE CURIE       ,41 RUE CHANZY                   ,ST ANDRE LEZ LILLE        ,EAPL,G0191,LILLE 1 - LAMBERSART          ,           
       2921,   ,100,E,E.E.PU,JEAN DE LA FONTAINE           ,RUE DE BAILLEUL                 ,STEENVOORDE               ,EAPL,G0191,DUNKERQUE-HAZEBROUCK          ,           
       2922,   ,100,E,E.E.PU,MICHELET                      ,34 RUE PASTEUR                  ,TOURCOING                 ,EAPL,G0191,TOURCOING-EST                 ,           
       2923,   1.00,100,E,E.E.PU,LAVOISIER                     ,9 RUE GUY MOCQUET               ,TOURCOING                 ,EAPL,G0191,TOURCOING-EST                 ,           
       2924,   ,100,E,E.E.PU,LEO LAGRANGE                  ,25 RUE LEO LAGRANGE             ,WATTRELOS                 ,EAPL,G0191,ROUBAIX-WATTRELOS             ,           
       2925,   1.00,100,E,E.P.PU,JEAN MACE                     ,11 RUE DE LONDRES               ,WATTRELOS                 ,EAPL,G0191,ROUBAIX-WATTRELOS             ,           
       2926,   ,100,E,E.E.PU,JEHAN FROISSART               ,15 PLACE JEHAN FROISSART        ,VALENCIENNES              ,EAPL,G0191,VALENCIENNES-CENTRE           ,           
       2927,   ,100,E,E.P.PU,EDOUARD HERRIOT               ,100 PAVE DU MOULIN              ,HELLEMMES LILLE           ,EAPL,G0191,LILLE 1 - HELLEMMES           ,           
       2928,   ,100,E,E.E.PU,GROUPE WILLY DUBOIS           ,RUE DES ANCIENS D AFN           ,JEUMONT                   ,EAPL,G0191,AVESNES-JEUMONT               ,           
       2929,   ,100,E,E.P.PU,BRUEGHEL                      ,PLACE GERY DELATTRE             ,TETEGHEM-CDEKERQUE VILLAGE,EAPL,G0191,DUNKERQUE-CENTRE              ,           
       2930,   ,100,E,E.E.PU,IRENE JOLIOT-CURIE            ,RUE IRENE JOLIOT-CURIE          ,FENAIN                    ,EAPL,G0191,DOUAI-RIEULAY                 ,           
       2931,   ,100,E,E.P.PU,CHARLEMAGNE BRISVILLE         ,RUE DES ECOLES                  ,LIEU ST AMAND             ,EAPL,G0191,VALENCIENNES-ESCAUDAIN        ,           
       2932,   1.00,100,E,E.E.PU,PASTEUR                       ,1 RUE AUGUSTIN BOURDON          ,MARCQ EN BAROEUL          ,EAPL,G0191,LILLE1-MARCQ EN BAROEUL       ,           
       2933,   1.00,100,E,E.P.PU,BRACKE DESROUSSEAUX           ,34 AVENUE DU 14 JUILLET         ,WATTIGNIES                ,EAPL,G0191,LILLE3-WATTIGNIES             ,           
       2934,   ,100,E,E.E.PU,BASUYAUX                      ,21 RUE GAMBETTA                 ,ANICHE                    ,EAPL,G0191,DOUAI-CANTIN                  ,           
       2935,   ,100,E,E.E.PU,LEON BLUM                     ,RUE MARX DORMOY                 ,LILLE-LOMME               ,EAPL,G0191,LILLE2-LOMME                  ,           
       2936,   ,100,E,E.P.PU,ROGER SALENGRO                ,55 AVENUE ROGER SALENGRO        ,ARMENTIERES               ,EAPL,G0191,LILLE2-ARMENTIERES            ,           
       2937,   ,100,E,E.P.PU,PONT DE LA DEULE              ,21 RUE MARCEAU MARTIN           ,FLERS EN ESCREBIEUX       ,EAPL,G0191,DOUAI-CUINCY                  ,           
       2938,   1.00,100,E,E.E.PU,                              ,PLACE DU GENERAL DE GAULLE      ,MARCOING                  ,EAPL,G0191,CAMBRAI-SUD                   ,           
       2939,   ,100,E,E.E.PU,BUFFON                        ,1 RUE D AQUITAINE               ,GRANDE SYNTHE             ,EAPL,G0191,DUNKERQUE-GRAVELINES          ,           
       2940,   1.00,100,E,E.E.PU,LEON MARLOT                   ,271 AVENUE LINNE                ,ROUBAIX                   ,EAPL,G0191,ROUBAIX-EST                   ,           
       2941,   ,100,E,E.E.PU,MENDES FRANCE                 ,82 RUE PASTEUR                  ,SALOME                    ,EAPL,G0191,LILLE2-ANNOEULLIN             ,           
       2942,   ,100,E,E.P.PU,LEON LAMBERT                  ,1305 ROUTE NATIONALE            ,COUTICHES                 ,EAPL,G0191,DOUAI-RIEULAY                 ,           
       2943,   ,100,E,E.P.PU,GEORGE SAND                   ,2 AVENUE DES SPORTS             ,WATTIGNIES                ,EAPL,G0191,LILLE3-WATTIGNIES             ,           
       2944,   1.00,100,E,E.E.PU,PIERRE LEFEBVRE               ,62 RUE DELERUE                  ,WASQUEHAL                 ,EAPL,G0191,ROUBAIX-WASQUEHAL             ,           
       2945,   ,100,E,E.E.PU,YANN ARTHUS-BERTRAND          ,269A RUE SALVADOR ALLENDE       ,CYSOING                   ,EAPL,G0191,LILLE3-RONCHIN                ,           
       2946,   1.00,100,E,E.E.PU,ROBERT ANSELIN                ,RUE DES PETITS LOUPS            ,OSTRICOURT                ,EAPL,G0191,LILLE3-SECLIN                 ,           
       2947,   ,100,E,E.P.PU,DU ROLEUR                     ,2 RUE ROBERT SCHUMANN           ,ST SAULVE                 ,EAPL,G0191,VALENCIENNES-SAINT SAULVE     ,           
       2948,   ,100,E,E.E.PU,MARIUS ASSEZ                  ,9 RUE VAN COPPENOLLE            ,ABSCON                    ,EAPL,G0191,VALENCIENNES-ESCAUDAIN        ,           
       2949,   ,100,E,E.P.PU,JULES FERRY                   ,RUE ALFRED BILLET               ,CANTIN                    ,EAPL,G0191,DOUAI-CANTIN                  ,           
       2950,   ,100,E,E.E.PU,HENRI BARBUSSE-LOUISE MICHEL  ,4 RUE SUZANNE LANOY BLIN        ,HERIN                     ,EAPL,G0191,VALENCIENNES ANZIN            ,           
       2951,   1.00,100,E,E.E.PU,CURIE-MICHELET                ,PLACE JEAN JAURES               ,LOOS                      ,EAPL,G0191,LILLE2-LOOS                   ,           
       2952,   1.00,100,E,E.P.PU,LACORRE FERRY                 ,71 RUE DU GENERAL LECLERC       ,RONCHIN                   ,EAPL,G0191,LILLE3-RONCHIN                ,           
       2953,   ,100,E,E.E.PU,JEAN JAURES NIVEAU 2          ,57 RUE DES CHAMPS               ,TOURCOING                 ,EAPL,G0191,TOURCOING-OUEST               ,           
       2954,   ,100,E,E.E.PU,SIMEON CUVEILLIER             ,RUE DES COQUELICOTS             ,VALENCIENNES              ,EAPL,G0191,VALENCIENNES-CENTRE           ,           
       2955,   ,100,E,E.E.PU,LOUISE DE BETTIGNIES          ,102 AVENUE DE LA LIBERTE        ,LAMBERSART CEDEX          ,EAPL,G0191,LILLE 1 - LAMBERSART          ,           
       2956,   ,100,E,E.E.PU,GROUPE SCOLAIRE ALBERT CAMUS  ,RUE DE LA CONVENTION            ,VILLENEUVE D ASCQ         ,EAPL,G0191,LILLE3-VILLENEUVE D'ASCQ NORD ,           
       2957,   ,100,E,E.P.PU,JEAN MOULIN-LOUIS PERGAUD     ,1 RUE D'ARSONVAL                ,LILLE                     ,EAPL,G0191,LILLE 1 - SUD                 ,           
       2958,   1.00,100,E,E.E.PU,PAUL BERT                     ,41 RUE JOURDAN                  ,TOURCOING                 ,EAPL,G0191,TOURCOING-OUEST               ,           
       2959,   ,100,E,E.P.A.,ALBERT ET MARGUERITE DENVERS  ,RUE DU MOULIN HAUT              ,GRAVELINES                ,EAPL,G0191,DUNKERQUE-GRAVELINES          ,           
       2960,   ,100,E,E.P.PU,JULES FERRY                   ,5 R VICTOR HUGO                 ,AULNOY LEZ VALENCIENNES   ,EAPL,G0191,VALENCIENNES-SAINT SAULVE     ,           
       2961,   ,100,E,E.E.A.,APPLICATION PAUL PAINLEVE     ,247 RUE DE CUINCY               ,DOUAI                     ,EAPL,G0191,DOUAI-CENTRE                  ,           
       2962,   ,100,E,E.P.PU,JULES FERRY                   ,57 RUE SAINT MICHEL             ,KILLEM                    ,EAPL,G0191,DUNKERQUE-BERGUES             ,           
       2963,   1.00,100,E,E.E.PU,SEVIGNE-VOLTAIRE              ,1 RUE ZOLA                      ,LILLE-LOMME               ,EAPL,G0191,LILLE2-LOMME                  ,           
       2964,   ,100,E,E.P.PU,LES CHRYSALIDES               ,RUE AMEDEE GRIVILLERS           ,MARQUETTE EN OSTREVANT    ,EAPL,G0191,VALENCIENNES-ESCAUDAIN        ,           
       2965,   1.00,100,E,E.E.PU,COPERNIC                      ,AVENUE DES DEPORTES             ,WAZIERS                   ,EAPL,G0191,DOUAI-WAZIERS                 ,           
       2966,   ,100,E,E.E.PU,CHEVRAY (RPI 15)              ,25 RUE CHEVRAY                  ,LE QUESNOY                ,EAPL,G0191,AVESNES-LE QUESNOY            ,           
       2967,   ,100,E,E.E.PU,CHENIER-SEVERINE              ,6 RUE LEON BLUM                 ,LILLE                     ,EAPL,G0191,LILLE 1 - CENTRE              ,           
       2968,   1.00,100,E,E.E.A.,APPLICATION JEAN JAURES       ,55 RUE EMILE MORLAIX            ,DOUAI                     ,EAPL,G0191,DOUAI-CENTRE                  ,           
       2969,   ,100,E,E.E.A.,TRULIN-SAMAIN                 ,15RUE VERHAEREN                 ,LILLE                     ,EAPL,G0191,LILLE 1 - NORD                ,           
       2970,   ,100,E,E.P.PU,                              ,10 RUE DES ECOLES               ,BERSEE                    ,EAPL,G0191,LILLE3-WATTIGNIES             ,           
       2971,   ,100,E,E.E.PU,JOLIOT-CURIE                  ,3 RUE DE L'EGALITE              ,DECHY                     ,EAPL,G0191,DOUAI-CANTIN                  ,           
       2972,   1.00,100,E,E.E.PU,JOLIOT-CURIE                  ,RUE LAFAYETTE                   ,IWUY                      ,EAPL,G0191,CAMBRAI-LE CATEAU             ,           
       2973,   ,100,E,E.E.PU,LES ACACIAS                   ,8 ET 10 PLACE DES ACACIAS       ,VALENCIENNES              ,EAPL,G0191,VALENCIENNES-CENTRE           ,           
       2974,   1.00,100,E,E.P.PU,BLAISE PASCAL                 ,73 RUE DES ANGES                ,ROUBAIX                   ,EAPL,G0191,ROUBAIX-CENTRE                ,           
       2975,   ,100,E,E.P.PU,DU CANTON DE CHEMILLE         ,RUE DU CANTON DE CHEMILLE       ,FONTAINE NOTRE DAME       ,EAPM,G0191,CAMBRAI-CENTRE                ,           
       2976,   ,100,E,E.M.A.,LEONIE MAIAUX                 ,105 RUE LEONIE MAIAUX           ,DOUAI                     ,EAPM,G0191,DOUAI-CENTRE                  ,           
       2977,   ,100,E,E.M.A.,APPLICATION JEAN MONNET       ,69 RUE D ESQUERCHIN             ,DOUAI                     ,EAPM,G0191,DOUAI-CENTRE                  ,           
       2978,   ,100,E,E.P.PU,                              ,PLACE DES TROIS MAIRES          ,BOIS GRENIER              ,EAPM,G0191,LILLE2-ARMENTIERES            ,           
       2979,   ,100,E,E.M.PU,JULES FERRY                   ,42 TER RUE LOUISE MICHEL        ,CAUDRY                    ,EAPM,G0191,CAMBRAI-SUD                   ,           
       2980,   ,100,E,E.P.A.,LUCIEN MAILLART               ,RUE DU JEU DE MAIL              ,DUNKERQUE                 ,EAPM,G0191,DUNKERQUE-SAINT-POL           ,           
       2981,   ,100,E,E.M.PU,JEAN JAURES                   ,PLACE CONSTANTIN DESCAT         ,VILLENEUVE D ASCQ         ,EAPM,G0191,LILLE3-VILLENEUVE D'ASCQ NORD ,           
       2982,   ,100,E,E.M.PU,JULES GUESDE                  ,40 RUE JULES GUESDE             ,FOURMIES                  ,EAPM,G0191,AVESNES-FOURMIES              ,           
       2983,   ,100,E,E.M.PU,JENNER                        ,49 RUE DES ECOLES               ,HELLEMMES LILLE           ,EAPM,G0191,LILLE 1 - HELLEMMES           ,           
       2984,   ,100,E,E.M.PU,LA FONTAINE                   ,PLACE DE LA REPUBLIQUE          ,LAMBERSART                ,EAPM,G0191,LILLE 1 - LAMBERSART          ,           
       2985,   ,100,E,E.M.PU,LA BRUYERE                    ,362 RUE DE LA PREVOYANCE        ,LILLE                     ,EAPM,G0191,LILLE 1 - SUD                 ,           
       2986,   ,100,E,E.M.A.,ANDRE                         ,42 TER RUE PAUL LAFARGUE        ,LILLE                     ,EAPM,G0191,LILLE 1 - CENTRE              ,           
       2987,   ,100,E,E.M.A.,JEAN AICARD                   ,23 AVENUE VERHAEREN             ,LILLE                     ,EAPM,G0191,LILLE 1 - NORD                ,           
       2988,   ,100,E,E.P.PU,GROUPE SCOL. LEONARD DE VINCI ,76 RUE ROBERT SCHUMAN           ,MARCQ EN BAROEUL          ,EAPM,G0191,LILLE1-MARCQ EN BAROEUL       ,           
       2989,   ,100,E,E.P.PU,YVES MONTAND                  ,15 RUE CHARLES CAPELLE          ,NEUF BERQUIN              ,EAPM,G0191,DUNKERQUE-BAILLEUL            ,           
       2990,   1.00,100,E,E.M.PU,RACINE                        ,AL DES ECOLES 107 FIN DE LA GUE ,TOURCOING                 ,EAPM,G0191,TOURCOING-OUEST               ,           
       2991,   1.00,100,E,E.P.PU,MARC ET OLGA CHOQUET          ,116 RUE BERLANDOIS              ,VILLEREAU                 ,EAPM,G0191,AVESNES-LE QUESNOY            ,           
       2992,   1.00,100,E,E.M.PU,MARCELINE DESBORDES-VALMORE   ,3 R JULES FERRY                 ,RONCHIN                   ,EAPM,G0191,LILLE3-RONCHIN                ,           
       2993,   1.00,100,E,E.P.PU,                              ,PLACE CARPENTIER                ,VICQ                      ,EAPM,G0191,VALENCIENNES BRUAY            ,           
       2994,   1.00,100,E,E.P.PU,GPE LE PETIT PRINCE           ,69 RUE LEON GAMBETTA            ,HAUBOURDIN                ,EAPM,G0191,LILLE2-LOOS                   ,           
       2995,   ,100,E,E.M.PU,JACQUES DUCLOS                ,RUE VICTOR HUGO                 ,WAZIERS                   ,EAPM,G0191,DOUAI-WAZIERS                 ,           
       2996,   ,100,E,E.M.PU,LA FONTAINE                   ,BOULEVARD ALBERT IER            ,VILLENEUVE D ASCQ         ,EAPM,G0191,LILLE3-VILLENEUVE D'ASCQ NORD ,           
       2997,   ,100,E,E.M.PU,CHARLES VION                  ,15 RUE JEAN MOULIN              ,HOUPLIN ANCOISNE          ,EAPM,G0191,LILLE3-SECLIN                 ,           
       2998,   ,100,E,E.M.PU,JEAN ROSTAND                  ,18 F RUE DES POILUS             ,PROUVY                    ,EAPM,G0191,VALENCIENNES-SAINT SAULVE     ,           
       2999,   ,100,E,E.M.PU,JULES MOUSSERON               ,20 RUE PASTEUR                  ,HAULCHIN                  ,EAPM,G0191,VALENCIENNES DENAIN           ,           
       3000,   ,100,E,E.P.PU,PAUL VERLAINE                 ,1 RUE VERMEER                   ,VILLENEUVE D ASCQ         ,EAPM,G0191,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
       3001,   ,100,E,E.P.A.,ALBERT ET MARGUERITE DENVERS  ,RUE DU MOULIN HAUT              ,GRAVELINES                ,EAPM,G0191,DUNKERQUE-GRAVELINES          ,           
       3002,   1.00,100,E,E.M.PU,MOHEN-CAPUCINES               ,426 AVENUE DE JEMEPPE           ,DOUAI                     ,EAPM,G0191,DOUAI-CENTRE                  ,           
       3003,   1.00,100,E,E.P.PU,MONT DE PERUWELZ              ,23 RUE EDOUARD GHESQUIERES      ,VIEUX CONDE               ,EAPM,G0191,VALENCIENNES-CONDE            ,           
       3004,   1.00,100,E,E.P.PU,                              ,20 RUE DE BOUVINCOURT           ,MONCHEAUX                 ,EAPM,G0191,LILLE3-SECLIN                 ,           
       3005,   ,100,E,E.E.PU,JEAN MERMOZ                   ,4 RUE DES BOULEAUX              ,VILLENEUVE D ASCQ         ,ECEL,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
       3006,   1.00,100,E,E.E.PU,FRANCOIS WARTEL               ,RUE AMEDEE DEREGNAUCOURT        ,ANICHE                    ,ECEL,G0000,DOUAI-CANTIN                  ,           
       3007,   1.00,100,E,E.E.PU,LEO LAGRANGE NIVEAU 2         ,148 AV LEO LAGRANGE             ,ARMENTIERES               ,ECEL,G0000,LILLE2-ARMENTIERES            ,           
       3008,   ,100,E,E.P.PU,CAYEUX                        ,RUE LUCIEN CAYEUX               ,AVESNES SUR HELPE         ,ECEL,G0000,AVESNES-FOURMIES              ,           
       3009,   ,100,E,E.E.PU,PASTEUR                       ,RUE PASTEUR                     ,BAILLEUL                  ,ECEL,G0000,DUNKERQUE-BAILLEUL            ,           
       3010,   1.00,100,E,E.E.PU,ANDRE DUCARNE                 ,PLACE PIERRE GOUZON             ,BOUSIES                   ,ECEL,G0000,AVESNES-LE QUESNOY            ,1 POSTE BLOQUE STAGIAIRE
       3011,   ,100,E,E.P.PU,JEAN MACE                     ,2 RUE DU GENERAL DE GAULLE      ,CAMPHIN EN CAREMBAULT     ,ECEL,G0000,LILLE3-SECLIN                 ,           
       3012,   ,100,E,E.P.PU,                              ,27 RUE PASTEUR                  ,CARNIERES                 ,ECEL,G0000,CAMBRAI-CENTRE                ,           
       3013,   ,100,E,E.P.PU,BERTHELOT                     ,RUE JOSEPH LARCANCHE            ,DENAIN                    ,ECEL,G0000,VALENCIENNES DENAIN           ,           
       3014,   1.00,100,E,E.E.PU,CENTRE                        ,48 RUE PASTEUR                  ,DOUCHY LES MINES          ,ECEL,G0000,VALENCIENNES-ESCAUDAIN        ,1 POSTE BLOQUE STAGIAIRE
       3015,   1.00,100,E,E.P.PU,ANDRE NITA                    ,19 RUE SAINT CHARLES            ,DUNKERQUE                 ,ECEL,G0000,DUNKERQUE-CENTRE              ,           
       3016,   ,100,E,E.E.PU,CLAUDE BOUQUIAUX (RPI 8)      ,19 RUE DE L'EGLISE              ,ELESMES                   ,ECEL,G0000,AVESNES-MAUBEUGE              ,           
       3017,   ,100,E,E.E.PU,DES ENFANTS D'ERCAN           ,67 RUE D'ARMENTIERES            ,ERQUINGHEM LYS            ,ECEL,G0000,LILLE2-ARMENTIERES            ,           
       3018,   2.00,100,E,E.E.PU,PASTEUR-CURIE                 ,58 RUE JEAN JAURES              ,FACHES THUMESNIL          ,ECEL,G0000,LILLE3-WATTIGNIES             ,1 POSTE BLOQUE STAGIAIRE
       3019,   ,100,E,E.P.PU,JEAN-CLAUDE MAHY              ,12 RUE DE FOURMIES              ,FERON                     ,ECEL,G0000,AVESNES-FOURMIES              ,           
       3020,   1.00,100,E,E.P.PU,DU CANTON DE CHEMILLE         ,RUE DU CANTON DE CHEMILLE       ,FONTAINE NOTRE DAME       ,ECEL,G0000,CAMBRAI-CENTRE                ,1 POSTE BLOQUE STAGIAIRE
       3021,   ,100,E,E.E.PU,JOLIOT-CURIE                  ,68 RUE JULES FERRY              ,CUINCY                    ,ECEL,G0000,DOUAI-CUINCY                  ,           
       3022,   ,100,E,E.E.A.,APPLICATION ANDRIEU-PARENT    ,216 RUE D'ARRAS                 ,DOUAI                     ,ECEL,G0000,DOUAI-CENTRE                  ,           
       3023,   ,100,E,E.E.PU,FRANCOIS LEMAIRE              ,805 BOULEVARD DE LA REPUBLIQUE  ,DOUAI                     ,ECEL,G0000,DOUAI-CENTRE                  ,           
       3024,   ,100,E,E.P.PU,                              ,22 GRAND RUE                    ,ABANCOURT                 ,ECEL,G0000,CAMBRAI-CENTRE                ,           
       3025,   1.00,100,E,E.E.PU,JULES ET LEON MAURICE         ,83 AVENUE DE LATTRE DE TASSIGNY ,DOUAI                     ,ECEL,G0000,DOUAI-CENTRE                  ,1 POSTE BLOQUE STAGIAIRE
       3026,   1.00,100,E,E.E.PU,EUGENE LENGLET                ,6 RUE DES TRANNOIS              ,DOUAI                     ,ECEL,G0000,DOUAI-CENTRE                  ,1 POSTE BLOQUE STAGIAIRE
       3027,   ,100,E,E.E.PU,FERDINAND BUISSON             ,92 RUE JULES BRABANT            ,DOUAI                     ,ECEL,G0000,DOUAI-CENTRE                  ,           
       3028,   ,100,E,E.P.PU,YVES DUTEIL                   ,42 PLACE DE L EGLISE            ,ESQUERCHIN                ,ECEL,G0000,DOUAI-CUINCY                  ,           
       3029,   ,100,E,E.E.PU,SAINT-EXUPERY                 ,17 RUE HENRI BARBUSSE           ,FLERS EN ESCREBIEUX       ,ECEL,G0000,DOUAI-CUINCY                  ,           
       3030,   1.00,100,E,E.E.A.,GALLIENI                      ,1164 RUE GALLIENI               ,LAMBRES LEZ DOUAI         ,ECEL,G0000,DOUAI-CUINCY                  ,1 POSTE BLOQUE STAGIAIRE
       3031,   ,100,E,E.P.PU,VICTOR HUGO                   ,1 RUE MARCEL SEMBAT             ,RAIMBEAUCOURT             ,ECEL,G0000,DOUAI-CUINCY                  ,           
       3032,   ,100,E,E.P.PU,GUSTAVE DESWARTE              ,218 AVENUE GENERAL DE GAULLE    ,BRAY DUNES                ,ECEL,G0000,DUNKERQUE-CENTRE              ,           
       3033,   ,100,E,E.E.PU,CHARLIE CHAPLIN               ,DREVE DURIEZ                    ,COUDEKERQUE BRANCHE       ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3034,   ,100,E,E.E.PU,PAUL ELUARD                   ,2 RUE DES PEUPLIERS             ,COUDEKERQUE BRANCHE       ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3035,   ,100,E,E.E.PU,MAURICE MILLON                ,5 RUE GABRIEL PERI              ,COUDEKERQUE BRANCHE       ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3036,   ,100,E,E.E.PU,MARCEL PAGNOL                 ,31 RUE DU BOERNHOL              ,COUDEKERQUE BRANCHE       ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3037,   1.00,100,E,E.E.PU,GEORGES BRASSENS              ,RUE D ARTOIS                    ,COUDEKERQUE BRANCHE       ,ECEL,G0000,DUNKERQUE-BERGUES             ,1 POSTE BLOQUE STAGIAIRE
       3038,   1.00,100,E,E.E.PU,RAYMOND QUENEAU               ,RUE BUFFON                      ,COUDEKERQUE BRANCHE       ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3039,   ,100,E,E.P.PU,RENE BONPAIN                  ,128 RUE DE L ABBE BONPAIN       ,LEFFRINCKOUCKE            ,ECEL,G0000,DUNKERQUE-CENTRE              ,           
